CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,31,prior_payments_delayed,car_used,8685,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,45,prior_payments_delayed,appliances,10978,less_100,1_to_4,3,male,co-applicant,4,car_other,37,none,own,1,skilled,1,none,yes,Risk
less_0,26,credits_paid_to_date,retraining,6556,less_100,4_to_7,2,male,none,1,savings_insurance,46,stores,free,1,skilled,1,yes,yes,No Risk
less_0,7,prior_payments_delayed,car_used,350,500_to_1000,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,53,prior_payments_delayed,other,10920,500_to_1000,greater_7,5,male,co-applicant,5,car_other,45,none,free,2,skilled,1,yes,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,1_to_4,1,male,co-applicant,1,savings_insurance,36,stores,own,1,unskilled,1,none,yes,No Risk
0_to_200,18,credits_paid_to_date,car_new,6388,500_to_1000,4_to_7,3,male,none,3,savings_insurance,40,none,own,2,skilled,1,none,yes,Risk
less_0,5,all_credits_paid_back,car_new,1150,less_100,unemployed,1,male,none,1,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,Risk
less_0,14,all_credits_paid_back,car_used,1349,less_100,1_to_4,3,female,none,1,car_other,40,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,45,prior_payments_delayed,appliances,4895,greater_1000,less_1,3,female,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
no_checking,49,outstanding_credit,repairs,7984,unknown,4_to_7,4,female,none,2,car_other,60,none,own,2,skilled,1,yes,no,Risk
0_to_200,32,credits_paid_to_date,furniture,5202,less_100,4_to_7,4,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,No Risk
0_to_200,18,no_credits,car_new,5371,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
less_0,14,prior_payments_delayed,car_used,6406,500_to_1000,greater_7,4,female,none,3,unknown,43,bank,own,2,unemployed,1,none,yes,No Risk
no_checking,52,prior_payments_delayed,furniture,9913,500_to_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes,Risk
no_checking,33,outstanding_credit,radio_tv,9191,500_to_1000,4_to_7,5,female,none,5,car_other,45,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,24,all_credits_paid_back,vacation,1138,less_100,less_1,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk
less_0,9,prior_payments_delayed,furniture,6566,less_100,4_to_7,2,male,none,1,car_other,22,none,own,2,skilled,1,none,yes,No Risk
0_to_200,50,outstanding_credit,repairs,4996,500_to_1000,greater_7,4,male,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,1_to_4,1,female,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,Risk
0_to_200,20,prior_payments_delayed,appliances,7685,less_100,greater_7,3,male,none,2,unknown,42,none,own,1,skilled,1,yes,yes,No Risk
less_0,31,all_credits_paid_back,car_used,3805,less_100,less_1,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,Risk
greater_200,29,credits_paid_to_date,car_used,5016,100_to_500,4_to_7,3,male,none,4,unknown,38,none,own,1,skilled,1,yes,yes,Risk
no_checking,44,prior_payments_delayed,radio_tv,7852,unknown,4_to_7,4,female,none,4,car_other,39,stores,own,3,unskilled,2,yes,yes,Risk
less_0,14,all_credits_paid_back,retraining,2640,less_100,unemployed,2,male,none,2,car_other,24,bank,rent,1,unskilled,1,none,yes,Risk
greater_200,32,credits_paid_to_date,radio_tv,9434,less_100,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,36,outstanding_credit,education,9571,unknown,greater_7,5,male,none,5,car_other,49,none,own,3,skilled,2,yes,yes,Risk
no_checking,36,outstanding_credit,furniture,7037,500_to_1000,4_to_7,4,male,none,4,unknown,51,none,free,2,skilled,2,yes,yes,Risk
less_0,16,all_credits_paid_back,furniture,1866,less_100,less_1,2,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,9,all_credits_paid_back,car_new,350,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,50,outstanding_credit,appliances,11615,greater_1000,4_to_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,Risk
less_0,6,prior_payments_delayed,furniture,350,less_100,less_1,2,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,Risk
less_0,11,all_credits_paid_back,car_used,6923,100_to_500,4_to_7,3,male,none,3,car_other,41,none,own,2,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
no_checking,37,prior_payments_delayed,car_used,8181,greater_1000,1_to_4,3,male,none,4,savings_insurance,48,none,own,2,skilled,1,yes,yes,Risk
no_checking,24,credits_paid_to_date,radio_tv,3274,100_to_500,less_1,3,male,none,4,savings_insurance,39,none,own,1,skilled,1,yes,yes,Risk
0_to_200,26,credits_paid_to_date,car_new,2385,less_100,1_to_4,2,male,none,2,savings_insurance,41,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,22,credits_paid_to_date,radio_tv,10511,100_to_500,less_1,4,male,co-applicant,3,unknown,40,none,own,1,management_self-employed,1,yes,yes,No Risk
0_to_200,22,prior_payments_delayed,furniture,5255,greater_1000,4_to_7,3,male,none,3,unknown,42,none,own,2,skilled,1,none,yes,No Risk
0_to_200,45,prior_payments_delayed,vacation,1338,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,10,all_credits_paid_back,radio_tv,3302,less_100,1_to_4,2,female,none,2,car_other,29,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,education,350,less_100,1_to_4,2,male,none,2,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,35,prior_payments_delayed,radio_tv,3123,less_100,1_to_4,3,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,retraining,1660,less_100,1_to_4,3,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,No Risk
less_0,32,credits_paid_to_date,radio_tv,2319,less_100,4_to_7,3,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,40,credits_paid_to_date,retraining,2296,100_to_500,less_1,2,male,co-applicant,3,real_estate,19,none,own,1,skilled,1,none,yes,Risk
no_checking,36,outstanding_credit,appliances,8096,500_to_1000,4_to_7,4,male,none,5,car_other,48,stores,free,2,unskilled,2,yes,yes,Risk
no_checking,31,prior_payments_delayed,education,3877,100_to_500,4_to_7,3,female,none,4,car_other,46,none,own,2,management_self-employed,1,yes,yes,Risk
0_to_200,16,prior_payments_delayed,car_new,2494,less_100,less_1,2,female,none,3,real_estate,28,none,own,2,skilled,1,none,yes,Risk
0_to_200,22,credits_paid_to_date,car_used,2555,500_to_1000,4_to_7,3,male,none,4,real_estate,29,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,28,prior_payments_delayed,radio_tv,6526,100_to_500,greater_7,4,female,none,4,unknown,42,none,own,2,skilled,2,yes,yes,Risk
no_checking,29,prior_payments_delayed,radio_tv,3884,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,32,outstanding_credit,appliances,7120,greater_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,4816,less_100,4_to_7,4,male,none,4,savings_insurance,37,stores,rent,1,unskilled,1,none,yes,Risk
0_to_200,23,prior_payments_delayed,appliances,6347,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,yes,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,1_to_4,1,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk
no_checking,44,outstanding_credit,repairs,8922,500_to_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,5,credits_paid_to_date,car_used,350,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,28,prior_payments_delayed,radio_tv,5461,less_100,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,Risk
no_checking,41,prior_payments_delayed,car_used,7708,500_to_1000,1_to_4,4,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,furniture,10894,greater_1000,greater_7,4,male,co-applicant,5,unknown,53,none,own,2,skilled,2,yes,yes,Risk
less_0,28,credits_paid_to_date,radio_tv,350,500_to_1000,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
greater_200,35,prior_payments_delayed,business,9944,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,46,outstanding_credit,repairs,7331,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,No Risk
less_0,5,credits_paid_to_date,vacation,350,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
no_checking,36,outstanding_credit,radio_tv,10564,500_to_1000,4_to_7,4,male,none,4,car_other,49,none,free,2,management_self-employed,1,yes,yes,Risk
0_to_200,31,credits_paid_to_date,radio_tv,350,500_to_1000,less_1,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,37,prior_payments_delayed,radio_tv,8624,100_to_500,1_to_4,4,female,none,2,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,Risk
greater_200,22,outstanding_credit,radio_tv,4594,500_to_1000,greater_7,4,male,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes,Risk
no_checking,36,outstanding_credit,radio_tv,9252,500_to_1000,4_to_7,4,male,none,5,unknown,51,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,23,outstanding_credit,appliances,7267,100_to_500,greater_7,5,male,none,4,unknown,34,none,own,1,management_self-employed,1,none,yes,Risk
less_0,19,prior_payments_delayed,furniture,1628,less_100,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk
no_checking,10,credits_paid_to_date,car_new,2856,less_100,1_to_4,3,male,none,2,real_estate,28,none,rent,1,skilled,1,none,no,No Risk
no_checking,31,prior_payments_delayed,car_used,6973,unknown,greater_7,4,male,none,5,unknown,49,none,own,2,unskilled,2,yes,yes,Risk
less_0,5,prior_payments_delayed,furniture,1254,100_to_500,unemployed,1,male,none,1,savings_insurance,23,none,own,1,skilled,2,yes,yes,Risk
no_checking,57,outstanding_credit,appliances,9004,greater_1000,greater_7,5,male,co-applicant,5,car_other,55,none,own,2,skilled,2,yes,yes,Risk
less_0,5,all_credits_paid_back,car_used,4737,100_to_500,unemployed,1,male,co-applicant,1,savings_insurance,35,stores,own,1,unskilled,1,none,yes,No Risk
0_to_200,29,credits_paid_to_date,repairs,6161,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,42,stores,free,2,skilled,1,none,yes,No Risk
no_checking,13,credits_paid_to_date,car_used,2986,greater_1000,4_to_7,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
no_checking,42,prior_payments_delayed,furniture,6319,500_to_1000,greater_7,4,male,co-applicant,5,savings_insurance,40,none,own,2,skilled,1,none,yes,Risk
greater_200,13,prior_payments_delayed,car_new,1499,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,14,prior_payments_delayed,vacation,7751,less_100,4_to_7,4,male,none,2,unknown,34,none,own,2,skilled,2,yes,yes,No Risk
less_0,5,all_credits_paid_back,car_new,4480,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
0_to_200,31,outstanding_credit,radio_tv,4571,100_to_500,4_to_7,4,male,none,2,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,Risk
less_0,5,credits_paid_to_date,car_used,350,100_to_500,less_1,1,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,23,prior_payments_delayed,retraining,7215,less_100,greater_7,4,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,18,credits_paid_to_date,appliances,3537,500_to_1000,1_to_4,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,Risk
no_checking,50,credits_paid_to_date,appliances,8850,100_to_500,greater_7,5,female,none,5,savings_insurance,34,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,11,credits_paid_to_date,car_new,350,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
0_to_200,24,prior_payments_delayed,radio_tv,8021,less_100,less_1,3,female,none,3,unknown,34,bank,own,1,unemployed,2,yes,yes,Risk
0_to_200,5,all_credits_paid_back,car_new,3238,less_100,1_to_4,2,female,none,1,car_other,20,stores,own,1,skilled,1,none,yes,Risk
no_checking,33,prior_payments_delayed,appliances,7859,unknown,4_to_7,3,male,none,4,savings_insurance,37,none,own,2,skilled,2,none,yes,Risk
greater_200,18,prior_payments_delayed,car_new,4915,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,free,2,skilled,1,yes,yes,Risk
no_checking,36,outstanding_credit,furniture,8859,unknown,4_to_7,4,female,co-applicant,3,car_other,45,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,20,outstanding_credit,radio_tv,2426,greater_1000,4_to_7,3,male,none,3,savings_insurance,47,none,own,1,skilled,1,none,yes,Risk
no_checking,55,credits_paid_to_date,radio_tv,6825,unknown,greater_7,4,male,co-applicant,3,car_other,50,none,own,3,skilled,2,yes,yes,Risk
greater_200,31,outstanding_credit,education,4023,500_to_1000,4_to_7,4,male,none,3,savings_insurance,23,none,own,1,skilled,1,none,no,No Risk
0_to_200,29,credits_paid_to_date,retraining,6378,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,Risk
0_to_200,5,all_credits_paid_back,radio_tv,1485,less_100,less_1,1,female,none,1,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk
greater_200,29,prior_payments_delayed,car_used,4425,greater_1000,4_to_7,2,male,none,2,car_other,46,none,own,2,skilled,1,yes,yes,Risk
no_checking,41,prior_payments_delayed,furniture,6563,500_to_1000,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,20,prior_payments_delayed,radio_tv,4659,less_100,1_to_4,3,female,none,3,car_other,41,bank,own,2,unskilled,1,yes,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,less_1,1,female,none,1,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,37,outstanding_credit,furniture,10351,greater_1000,4_to_7,4,male,co-applicant,3,car_other,45,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,44,prior_payments_delayed,education,5941,500_to_1000,greater_7,4,male,none,3,savings_insurance,33,none,own,1,skilled,2,yes,yes,Risk
no_checking,32,prior_payments_delayed,radio_tv,7191,100_to_500,1_to_4,3,female,none,3,car_other,57,stores,own,2,unskilled,2,yes,yes,Risk
0_to_200,5,all_credits_paid_back,car_new,350,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,23,credits_paid_to_date,car_used,593,less_100,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
no_checking,31,outstanding_credit,appliances,11369,500_to_1000,greater_7,5,male,co-applicant,4,unknown,66,none,free,3,management_self-employed,2,yes,yes,Risk
less_0,15,prior_payments_delayed,furniture,2531,less_100,4_to_7,3,female,none,2,car_other,40,none,own,2,skilled,1,yes,yes,Risk
no_checking,35,prior_payments_delayed,appliances,8181,100_to_500,1_to_4,4,male,none,4,car_other,26,none,own,1,skilled,1,yes,yes,Risk
less_0,40,credits_paid_to_date,car_used,5733,500_to_1000,1_to_4,3,female,none,1,savings_insurance,28,none,own,1,skilled,1,none,yes,Risk
less_0,29,prior_payments_delayed,education,4221,less_100,less_1,2,male,none,2,car_other,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,10,prior_payments_delayed,furniture,1405,500_to_1000,4_to_7,2,male,none,3,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk
less_0,14,prior_payments_delayed,car_new,3854,less_100,unemployed,2,male,none,3,car_other,23,none,rent,1,skilled,1,none,yes,No Risk
less_0,24,credits_paid_to_date,car_used,2739,less_100,1_to_4,3,male,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,car_new,5376,less_100,less_1,3,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,33,outstanding_credit,radio_tv,12812,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,Risk
greater_200,5,all_credits_paid_back,car_new,5168,500_to_1000,less_1,3,male,none,2,real_estate,30,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,42,prior_payments_delayed,radio_tv,9325,100_to_500,greater_7,5,male,co-applicant,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,11,all_credits_paid_back,car_used,2802,500_to_1000,less_1,2,female,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,24,no_credits,furniture,6764,less_100,1_to_4,2,female,none,3,car_other,33,none,free,2,skilled,1,none,yes,No Risk
0_to_200,13,credits_paid_to_date,repairs,3113,less_100,4_to_7,3,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,Risk
less_0,20,credits_paid_to_date,furniture,4093,500_to_1000,unemployed,2,female,none,3,savings_insurance,23,none,rent,2,skilled,2,none,yes,No Risk
less_0,20,credits_paid_to_date,car_new,350,500_to_1000,4_to_7,3,female,none,3,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,45,prior_payments_delayed,appliances,9116,unknown,4_to_7,5,male,none,5,unknown,41,none,free,2,management_self-employed,2,yes,yes,No Risk
greater_200,24,all_credits_paid_back,furniture,873,less_100,4_to_7,2,female,co-applicant,3,car_other,30,stores,own,1,unskilled,1,yes,yes,Risk
0_to_200,31,prior_payments_delayed,business,6938,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,furniture,4968,500_to_1000,4_to_7,3,male,guarantor,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk
0_to_200,26,prior_payments_delayed,radio_tv,5301,greater_1000,1_to_4,3,male,none,4,car_other,34,none,rent,1,skilled,1,yes,yes,Risk
0_to_200,15,prior_payments_delayed,radio_tv,350,500_to_1000,less_1,2,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
0_to_200,42,prior_payments_delayed,business,6612,500_to_1000,4_to_7,3,male,co-applicant,2,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk
less_0,5,prior_payments_delayed,vacation,350,500_to_1000,less_1,2,female,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,retraining,6036,less_100,1_to_4,3,female,co-applicant,1,savings_insurance,44,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,52,prior_payments_delayed,furniture,15885,unknown,4_to_7,4,male,co-applicant,3,car_other,28,none,free,3,skilled,2,yes,yes,Risk
0_to_200,22,credits_paid_to_date,car_new,2914,less_100,1_to_4,3,male,none,3,real_estate,41,none,own,2,skilled,1,none,yes,No Risk
no_checking,24,outstanding_credit,business,5439,500_to_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,1,management_self-employed,2,yes,yes,No Risk
less_0,23,credits_paid_to_date,car_new,2714,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,stores,own,1,unskilled,1,none,yes,No Risk
greater_200,11,credits_paid_to_date,furniture,6795,less_100,4_to_7,3,female,none,4,savings_insurance,45,none,own,1,skilled,1,none,yes,Risk
no_checking,32,credits_paid_to_date,radio_tv,6955,100_to_500,1_to_4,3,male,none,2,car_other,39,none,free,2,skilled,1,yes,yes,Risk
no_checking,46,prior_payments_delayed,vacation,10771,unknown,greater_7,5,male,co-applicant,3,unknown,46,stores,own,3,unskilled,2,yes,yes,No Risk
less_0,13,all_credits_paid_back,car_used,350,less_100,1_to_4,2,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,business,7117,100_to_500,greater_7,4,female,none,3,savings_insurance,36,none,own,2,skilled,1,none,yes,Risk
no_checking,32,prior_payments_delayed,car_used,6693,100_to_500,1_to_4,3,male,none,4,savings_insurance,41,stores,rent,1,unskilled,1,yes,yes,No Risk
less_0,10,all_credits_paid_back,car_new,2794,less_100,unemployed,2,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
less_0,14,credits_paid_to_date,car_used,350,500_to_1000,1_to_4,3,female,none,2,savings_insurance,39,stores,own,1,skilled,1,none,yes,Risk
0_to_200,44,prior_payments_delayed,appliances,3213,100_to_500,1_to_4,2,male,none,1,car_other,32,stores,own,1,skilled,2,yes,yes,Risk
less_0,16,all_credits_paid_back,furniture,350,less_100,less_1,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,13,prior_payments_delayed,car_new,5252,greater_1000,1_to_4,2,female,none,2,savings_insurance,32,bank,rent,1,unemployed,1,none,yes,Risk
no_checking,39,outstanding_credit,repairs,11734,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,free,2,management_self-employed,2,yes,yes,Risk
less_0,40,credits_paid_to_date,radio_tv,350,less_100,less_1,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,yes,yes,No Risk
greater_200,59,prior_payments_delayed,radio_tv,8017,greater_1000,4_to_7,3,female,co-applicant,4,unknown,43,none,own,2,skilled,1,none,yes,Risk
less_0,7,all_credits_paid_back,car_new,350,less_100,1_to_4,1,female,none,1,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,radio_tv,9366,100_to_500,1_to_4,3,male,none,4,car_other,45,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,15,credits_paid_to_date,vacation,2423,500_to_1000,4_to_7,4,male,none,3,savings_insurance,40,none,rent,1,management_self-employed,1,none,yes,Risk
greater_200,39,outstanding_credit,other,6664,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,2,skilled,1,yes,yes,Risk
less_0,13,prior_payments_delayed,furniture,1556,less_100,4_to_7,3,male,none,3,real_estate,31,none,own,2,skilled,1,none,yes,No Risk
0_to_200,37,outstanding_credit,radio_tv,5135,100_to_500,greater_7,3,male,none,2,unknown,40,none,own,2,skilled,1,none,yes,Risk
0_to_200,50,prior_payments_delayed,furniture,10099,greater_1000,greater_7,3,male,none,4,car_other,24,bank,own,2,unemployed,1,yes,no,Risk
no_checking,36,outstanding_credit,appliances,15912,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,62,stores,own,2,unskilled,2,yes,yes,Risk
less_0,19,prior_payments_delayed,radio_tv,350,less_100,4_to_7,2,male,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk
no_checking,35,outstanding_credit,appliances,11575,500_to_1000,4_to_7,4,male,co-applicant,5,unknown,49,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,37,prior_payments_delayed,appliances,9238,100_to_500,greater_7,5,male,none,5,savings_insurance,37,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,16,no_credits,car_new,4502,less_100,unemployed,2,male,none,2,savings_insurance,20,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_used,350,100_to_500,1_to_4,2,female,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,50,outstanding_credit,furniture,7996,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,no,Risk
less_0,18,all_credits_paid_back,car_new,5768,100_to_500,4_to_7,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk
no_checking,46,outstanding_credit,radio_tv,8593,greater_1000,greater_7,5,male,co-applicant,5,car_other,48,none,free,2,skilled,2,yes,yes,Risk
0_to_200,27,outstanding_credit,car_used,7226,100_to_500,1_to_4,2,female,none,3,savings_insurance,40,bank,own,1,unemployed,1,yes,yes,No Risk
less_0,35,credits_paid_to_date,furniture,2548,500_to_1000,4_to_7,3,female,none,3,savings_insurance,33,stores,own,1,skilled,1,none,yes,Risk
less_0,14,all_credits_paid_back,radio_tv,350,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
0_to_200,49,prior_payments_delayed,radio_tv,3855,unknown,greater_7,3,male,none,4,unknown,34,stores,rent,1,skilled,1,none,yes,No Risk
less_0,5,credits_paid_to_date,car_new,350,less_100,less_1,1,female,co-applicant,1,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,retraining,4699,less_100,1_to_4,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,car_used,1145,100_to_500,1_to_4,2,female,none,2,savings_insurance,37,stores,own,2,skilled,1,none,yes,No Risk
greater_200,37,prior_payments_delayed,furniture,5285,greater_1000,4_to_7,3,male,none,4,unknown,40,none,rent,1,skilled,1,yes,yes,Risk
less_0,11,prior_payments_delayed,car_new,4207,less_100,4_to_7,3,female,none,1,savings_insurance,46,none,own,2,skilled,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,radio_tv,6326,500_to_1000,4_to_7,3,female,none,4,savings_insurance,55,bank,own,2,unskilled,1,yes,yes,Risk
greater_200,9,prior_payments_delayed,repairs,350,500_to_1000,1_to_4,3,female,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
no_checking,53,outstanding_credit,other,9114,greater_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,skilled,1,yes,yes,Risk
no_checking,27,prior_payments_delayed,radio_tv,3260,100_to_500,1_to_4,2,female,none,4,car_other,45,none,own,2,skilled,1,none,yes,Risk
less_0,36,outstanding_credit,furniture,5875,100_to_500,1_to_4,3,female,none,3,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,11,all_credits_paid_back,appliances,350,less_100,unemployed,2,male,none,1,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
less_0,13,prior_payments_delayed,furniture,3126,500_to_1000,less_1,3,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk
no_checking,24,credits_paid_to_date,furniture,3329,100_to_500,1_to_4,3,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
less_0,32,credits_paid_to_date,car_new,1660,less_100,less_1,2,male,none,2,car_other,22,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,29,credits_paid_to_date,car_new,3361,less_100,1_to_4,3,female,none,3,car_other,33,stores,rent,1,skilled,1,none,yes,Risk
